prediction,superior,inferior,std
5.2616,6.959948134504216,3.5632518654957837,0.2497227185383941
5.1942945122953095,6.870917667803562,3.5176713567870563,0.20509711883826032
5.093025142668424,6.736960400011054,3.449089885325793,0.16846964199691017
5.054563587120153,6.686084158603818,3.4230430156364884,0.16780028481798995
5.098411003061819,6.744084717518602,3.452737288605036,0.16260047798888458
5.130014255723016,6.785888921449643,3.4741395899963896,0.1131676650194134
4.9566982287744334,6.5566296546029665,3.3567668029459004,0.1125500613686019
5.223947197848736,6.9101416972814045,3.5377526984160683,0.10907125929728757
5.172831112366023,6.842526275394798,3.5031359493372474,0.0915386802253969
5.348992512357678,7.075549349601042,3.6224356751143145,0.10766213075330341
5.62317612893906,7.438234417021068,3.8081178408570526,0.16980977942952205
5.5061605371857985,7.283448334929875,3.728872739441722,0.19101733076165966
5.513071835324813,7.292590473554939,3.733553197094687,0.20873223774768013
5.711147845422258,7.554601792729287,3.867693898115229,0.24750747762501954
5.6695661759217115,7.499598321718587,3.839534030124836,0.26216570640502757
5.769222451206343,7.631421817852635,3.90702308456005,0.2738185750109127
5.701653004231246,7.542042190662464,3.8612638178000283,0.27004609305147
5.9683293603525485,7.894796791411825,4.041861929293272,0.2892240227939583
5.912248916284803,7.820614606891627,4.003883225677979,0.25092433961988775
5.89803787857871,7.801816506433232,3.9942592507241876,0.2356975132079888
5.885294942494942,7.784960383918346,3.985629501071538,0.19000482002116284
5.898805442755046,7.802831826270773,3.9947790592393195,0.15910269073058855
5.870794339164311,7.765779251354067,3.975809426974555,0.15652683481026228
5.856352519738907,7.746675877063226,3.9660291624145882,0.13258901275345883
6.247882772672888,8.26458492630867,4.231180619037106,0.1537342346222325
5.983588252519378,7.914980974563552,4.0521955304752035,0.148862302470548
6.1518417670153,8.13754364263784,4.166139891392761,0.14948767800882276
6.178090030358335,8.17226436475437,4.1839156959623,0.156282728523111
6.408095192433277,8.476510981507797,4.339679403358757,0.18021427466067264
6.375389851900979,8.433248955921265,4.317530747880693,0.20577114230978252
6.418987108676644,8.490918608871944,4.3470556084813445,0.22480843009537224
6.4837226972902195,8.576549660112457,4.390895734467982,0.24053273024464747
6.484780480918494,8.577948876926795,4.391612084910193,0.24356976675698452
6.746057090276843,8.923560791533232,4.568553389020455,0.2707083660784145
6.671849470247236,8.825400310578567,4.518298629915904,0.2627394226672268
6.79546794070757,8.988920559717739,4.602015321697401,0.24695897266083508
7.025821387388821,9.29362788097093,4.7580148938067115,0.2969632193693327
6.739987225791118,8.915531685937195,4.564442765645042,0.2607901377219237
7.197418916475716,9.52061395031369,4.874223882637741,0.2920991294805249
7.161919077798267,9.473655413750988,4.850182741845545,0.29267198576262365
7.425618506195961,9.822472189018276,5.0287648233736455,0.34094666769989684
7.421377719078737,9.816862553472937,5.025892884684536,0.3575238006210065
7.351897215029339,9.72495501497837,4.978839415080309,0.3492408365860433
7.570905163290302,10.014654718669354,5.12715560791125,0.35574254666753014
7.457274825097926,9.864346588000906,5.050203062194947,0.32484769383265233
7.566772087503872,10.009187561700081,5.124356613307663,0.3229477327385392
7.716601406878442,10.207379041834464,5.225823771922419,0.30845754430359706
7.726251817614162,10.220144428446384,5.23235920678194,0.29041594421271244
7.624381098808235,10.085391706971183,5.163370490645287,0.27829791322080477
7.662505112545364,10.135821454251392,5.189188770839336,0.18821080826289915
7.563804721864865,10.005262384768425,5.122347058961305,0.16463038605646155
7.722719526060691,10.215471977859469,5.2299670742619115,0.12930932246023707
7.713459977623558,10.203223616739018,5.223696338508098,0.12727716176416168
7.676313391131841,10.154086792321307,5.198539989942375,0.1171758722268303
7.844663492967901,10.376777224360511,5.312549761575291,0.10293253694301484
7.717564561388043,10.208653084983382,5.226476037792705,0.10088104739334665
7.559115334329336,9.999059348804105,5.119171319854567,0.0847109466247529
7.612841802937787,10.070127737690543,5.155555868185031,0.08031403138500609
7.7002319201073615,10.185725784476404,5.214738055738319,0.07974228887729634
7.426180264765367,9.82321527296749,5.029145256563245,0.10571015908781863
